node_id,degree,runtime
563068,1,12.97102139191702
496338,2,12.78593210875988
358733,2,12.60647802380845
354076,3,14.059146680869162
264968,1,13.008184840902686
660284,1,12.888645688071847
85962,1,12.67540938872844
498575,1,12.647850666195154
161839,3,13.856168957892805
653440,1,12.889511038549244
692228,1,12.814404314849526
108547,2,14.43116495013237
495719,3,13.26217378815636
465133,1,11.483489173930138
663067,1,13.825461362022907
542489,6,12.577093517873436
316023,36,13.940108035225421
550768,1,12.867657290305942
48934,15,12.866027007810771
132665,1,12.886231414042413
134499,26,12.671254626009613
595604,1,12.48249569023028
32737,1,13.867308983113617
203356,5,12.922623680438846
95888,9,12.904297325760126
478347,1,12.78889835299924
298635,1,12.772426718845963
529888,1,12.815917965956032
306117,8,12.651726516894996
410806,3,12.410154922865331
688212,1,13.73236745595932
35439,2,12.796619423665106
63357,6,12.491459490265697
287460,1,12.593393763061613
671344,1,13.885257224086672
688899,1,12.873027039691806
42631,16,12.878756830934435
41916,69,12.562842775136232
678357,2,12.464132385794073
78308,2,13.826963376253843
340440,2,12.61594508588314
665501,1,12.47830603690818
35089,14,13.689004043117166
373555,2,12.775022423826158
153041,1,12.65544597338885
419222,1,12.606210920028389
553960,2,14.007340301759541
134505,2,12.925306717865169
653425,1,12.90982153499499
194233,2,12.70885775797069
298500,1,12.476229729130864
491245,1,13.780286182183772
508242,1,12.523547819815576
442090,1,12.617305448744446
361462,2,14.262314343824983
370650,9,13.086711635347456
534170,8,11.427414931822568
618353,1,13.814296551048756
12306,8,12.589417560957372
263744,1,13.945920994039625
307666,2,13.004008733667433
653529,1,12.830772902816534
54789,1,12.816456858068705
19110,15,12.82195237884298
73180,42,12.475231068208814
104408,3,13.925570306833833
634317,1,12.914693743921816
224812,2,12.908912405837327
53251,13,12.999927496071905
391275,3,12.996755164116621
596687,1,12.806018680799752
366610,1,12.888107066974044
167937,3,12.596422779839486
5370,677,13.918151809833944
14522,3,12.872400273568928
683464,1,12.68548464588821
648537,1,12.592051479965448
54593,1,13.830607940908521
46907,8,12.723445637151599
318376,6,13.305029185023159
99276,3,12.585012386087328
649486,2,12.370727890636772
377960,3,14.020954831968993
549455,1,13.877994247712195
670692,1,13.110956415068358
408968,1,14.173736332915723
510597,1,13.026679647155106
684251,1,12.816056187730283
652650,1,12.60598710179329
379670,1,13.891551783308387
690264,1,12.749263637233526
197199,2,12.805579495150596
118574,1,12.549949315842241
378722,7,12.352500693872571
169144,1,13.660862646996975
88787,11,12.8125133770518
251853,14,12.725486748851836
235779,1,14.47848593397066
124697,6,13.21761702094227
249198,3,11.383631075266749
391337,1,13.679690011776984
426018,8,12.592529288958758
520775,1,13.945691992063075
590718,1,12.861717006657273
597780,3,12.843341934029013
406867,4,12.762886174954474
156812,1,12.744420878123492
320556,1,12.38283071666956
390527,1,13.924825908150524
630098,1,12.944178915582597
248286,6,12.858857106883079
152540,2,12.918088206090033
584842,1,12.857350668869913
206597,1,12.68007442029193
464155,1,12.63257806096226
684806,1,12.407426527235657
485445,1,13.721739885862917
639653,1,12.798862492199987
353418,1,12.778131275903434
255205,9,12.547364292666316
316079,1,13.882207304704934
123202,3,12.746946152765304
259507,5,12.629953641910106
164818,3,12.538147896993905
439471,1,12.346937233116478
678213,1,13.6120364991948
455895,2,12.659129994921386
561581,1,12.668744856026024
483706,1,13.800814346875995
676444,1,12.776035552844405
170230,1,12.654406337067485
649778,1,12.492085332982242
485376,1,13.869544793386012
81516,2,12.86634049192071
237943,1,12.697107248008251
279406,4,12.64584501972422
91625,10,12.383594898041338
60498,5,13.546439670957625
395245,2,12.726610861252993
633361,1,12.48920780280605
93305,14,14.00698794098571
42865,21,13.21851500775665
569248,1,11.327596568036824
449253,1,13.626021422911435
664375,1,12.454338231123984
488700,1,13.782944076228887
391382,3,12.752837740816176
370543,1,12.732793506234884
215680,1,12.702818513847888
643611,1,12.638525214977562
683972,1,12.63976597506553
303687,2,13.870484681800008
258098,12,12.833336618728936
237813,1,12.945183551870286
433416,1,12.833559110760689
669752,1,12.709918940905482
175242,10,12.559617512859404
501840,1,12.537287971004844
630327,3,12.523326893337071
4778,102,13.880922970827669
461565,1,12.596017417963594
148766,7,12.593695082701743
113940,3,12.409214518032968
597760,2,13.814717639703304
685614,2,12.780408127233386
667653,1,12.605134001001716
192877,1,12.476317177992314
542589,4,12.300019993912429
320071,4,13.58959262818098
551170,4,12.692750240676105
544705,7,12.470449995715171
190437,2,13.78139181714505
80825,9,12.766423113178462
416279,1,12.781975348945707
656809,1,12.600244074128568
597958,1,14.002595474943519
190384,3,12.914876733440906
59612,5,12.826263283379376
562437,3,12.630886529106647
586075,1,12.510579767636955
509738,1,13.740644220728427
221668,2,12.746357532218099
174830,2,12.630805775988847
8282,408,14.170292959082872
185578,1,13.191974632907659
187278,1,11.257546343840659
387699,6,13.56407751282677
461331,1,12.51450179098174
405879,2,13.963482109829783
545728,10,12.926659940276295
662701,1,13.024365595076233
352869,10,13.027776148635894
514302,2,12.855618216097355
594932,1,12.636547280009836
173830,8,14.216647316236049
89731,11,12.92953303316608
61333,34,12.816713470965624
91042,6,13.479769811965525
182773,5,12.939405921846628
241231,3,12.827268783003092
197665,9,13.859395867213607
279000,1,13.40690725389868
122950,9,14.412597869057208
514887,1,13.083319905679673
273864,7,13.142923895735294
21529,7,12.707229962106794
321862,15,13.947960291989148
630087,1,12.920096014160663
175589,7,12.86158253857866
506227,1,12.646406904794276
634000,1,12.418055939022452
253357,3,13.861631345003843
676177,1,12.771741698030382
168981,2,12.766743557993323
395318,1,13.867188498843461
255576,2,12.92473387112841
221850,3,12.706217064056545
194912,4,12.54202689183876
622750,1,14.014437473379076
156021,22,12.862610371783376
468606,1,12.830719163175672
444952,1,12.711996616795659
349717,1,12.417906217742711
514571,1,13.809932690113783
664031,1,12.737353328149766
491920,2,12.439112813211977
229219,5,14.106268856208771
128719,2,13.175130205228925
204532,2,11.39601665828377
104438,2,13.906446048989892
390438,1,12.478873634245247
30322,3,14.163512880913913
633505,1,12.893828857224435
645756,1,12.79463476035744
383855,1,12.687444483861327
414046,1,12.58297112584114
425030,1,12.489349973853678
287132,3,13.766118736937642
409561,1,12.887594336178154
536667,1,12.854594899807125
216139,2,12.848196219652891
233895,3,12.758830673992634
691429,1,12.673883689101785
63137,2,12.623594183009118
308766,1,12.500211229082197
382370,2,13.782409446779639
490474,1,12.738189569674432
86092,1,12.608588407281786
574440,1,12.496935323812068
414258,1,13.807051128242165
578494,1,12.83438089583069
628807,1,12.807946634013206
255778,14,12.603226934093982
484951,1,12.481765139847994
203419,2,13.760462873149663
239843,2,12.673294702079147
106444,3,12.411626792978495
209470,1,13.733204630203545
34867,1,12.760860886890441
28702,2,12.648202300071716
668775,1,12.475332547910511
174754,4,13.815231804735959
346891,6,12.751911526080221
109720,21,12.793672095052898
588471,1,12.502195560839027
423911,1,12.361900300718844
77220,1,13.7224304350093
385521,3,12.629070671275258
317286,3,12.559683810919523
163316,1,13.902159158140421
581338,1,13.053993896115571
280152,4,11.362626084592193
19997,5,13.448220965918154
37210,15,12.44403025507927
686648,1,13.753256471827626
448778,2,12.80590484291315
146532,13,12.741092727985233
655022,1,12.77276399731636
505947,1,12.717710583936423
539263,9,12.668891185894608
269863,1,14.078525230288506
352612,1,12.99022122984752
198684,5,12.962629460729659
141788,4,12.910755380056798
676153,1,12.886055650189519
514052,1,12.869266835041344
641813,1,12.715297256596386
389678,1,12.47909389110282
601962,1,13.805733966175467
350984,1,12.847898534033448
615462,1,12.769310874864459
667106,1,12.54201843822375
167952,9,13.77000844758004
625876,1,12.81299063609913
573489,9,12.766694081947207
525991,1,12.551634973846376
71029,4,12.457515849731863
310971,16,14.094520973972976
463128,2,12.662775494158268
433999,2,13.298062163870782
581781,2,14.71965041803196
329675,4,13.281410994939506
441966,1,12.866727197077125
512409,1,12.736786041408777
22380,10,14.106301554944366
50269,1,12.886394150089473
251487,1,12.992964450269938
342266,1,12.72959990799427
366895,1,12.555949011817575
254345,6,13.817401614040136
217754,2,12.677281513810158
12889,21,12.529208107851446
223906,5,13.908584604039788
219341,4,13.054827793966979
311391,3,11.204645620658994
500586,3,13.596804310567677
591175,1,12.464816065970808
161102,3,13.856616104952991
453718,1,12.908323484938592
500489,1,12.860028313938528
547091,3,12.682165022008121
550917,1,12.659701555036008
232033,12,12.391409806907177
281119,3,13.908036616165191
406520,1,12.933056646026671
86697,2,12.842608303297311
28065,2,12.777074818965048
279816,1,12.69311299873516
343203,1,12.672859644982964
664079,1,12.724505892954767
179621,2,12.57730666687712
85703,1,13.823952380102128
534061,1,12.797681116033345
636651,1,12.689014174975455
227807,5,12.450788084883243
321016,1,13.702680087648332
323692,5,12.6849309890531
596876,1,12.800649808254093
41216,24,12.779826594982296
310939,6,12.559104837942868
669420,1,13.563114435877651
130845,2,12.506150373257697
141034,13,12.318654196802527
233917,5,13.730042725801468
433912,1,12.700969974976033
320675,1,12.55636215209961
203352,1,12.373336166143417
32200,27,13.85364809492603
410475,3,12.76037196116522
650141,1,12.739353948738426
310977,30,12.614887924864888
307158,1,12.441946109756827
104713,6,13.772785793989897
461810,1,12.795019908808172
59139,2,12.583295924123377
128479,3,14.010720979887992
686739,1,13.080134715884924
553754,1,11.357267619110644
396313,1,13.545656484086066
221231,7,12.448240402154624
82484,1,13.832036616280675
541638,1,12.952778176870197
635501,2,12.819937975611538
673165,1,12.756247039884329
6135,467,12.635932219214737
140369,4,12.441563135944307
213166,8,13.867370919324458
91397,1,12.785144760739058
283498,4,12.864997430238873
6591,42,13.043509982060641
11506,4,12.979648317676038
312603,14,12.771365677937865
91598,19,12.633181805722415
247571,5,12.369496911298484
559670,1,13.811175477225333
428731,3,12.830844733864069
149549,22,12.770886213053018
656236,1,12.59421134693548
637716,1,14.016592872794718
591932,1,12.993330887053162
625590,1,12.767475832719356
550868,2,12.588934556115419
99847,22,12.395457961130887
436347,2,13.8826895179227
547235,1,12.865811428055167
602093,1,13.25927580986172
332495,16,13.868253635242581
478280,1,13.573425357230008
90943,13,13.603975229896605
280523,9,13.02211571810767
519660,1,14.365461672190577
399461,1,13.189943390898407
106555,1,13.008247732650489
379993,4,12.906238779891282
161978,2,12.597418184857816
641328,2,13.77798865782097
425006,1,12.694458247162402
541011,1,12.594716710038483
118972,4,13.939594171009958
555593,2,13.008689541369677
664868,2,11.355171856936067
366382,5,13.56245004478842
613663,3,12.425975607708097
645306,1,13.936630978249013
19572,91,12.96138344798237
74779,4,12.860796382650733
578824,2,12.8159886659123
360886,1,12.74436064902693
226451,9,12.591258676256984
596886,1,14.14096377696842
11448,6,13.131523543037474
95046,3,12.852186345029622
200132,2,12.675393442157656
522698,2,12.852211568970233
521459,4,12.693689430132508
174235,3,12.643095839302987
429116,2,12.372814471833408
169247,5,13.668568358756602
86279,38,12.684519436210394
614196,1,12.61292846687138
429965,1,12.35936731705442
377620,4,13.745032228063792
645946,1,12.793979190755635
200668,2,12.676266815979034
444665,1,12.635378965176642
600433,1,12.274380069226027
301255,2,13.657774907071143
165225,8,12.583123251330107
161076,11,12.412972758058459
423604,2,13.764969395007938
547257,1,12.806469687260687
186972,6,12.677148254122585
355950,7,12.542216158937663
251768,7,13.947812844067812
503189,1,12.964754457119852
164969,2,12.929519705008715
73886,24,12.983005981892347
266576,1,12.491574456449598
60521,1,13.770824962295592
529170,1,12.843510079197586
594755,3,12.904032744001597
663451,1,14.126193507108837
318687,6,13.02470012102276
447155,1,11.489967877976596
164443,3,13.808344285003841
223335,4,12.603691449388862
319833,1,14.043893377296627
596815,1,12.974117954727262
256042,3,13.001385807991028
628626,1,12.901662580203265
240252,2,12.80380797199905
395428,4,12.66914680507034
125840,1,14.2680793418549
392326,1,13.098014347720891
385177,5,13.173145085107535
372719,2,13.03341948799789
479562,1,12.841328491922468
508766,1,12.926297868601978
398575,1,12.863631961867213
329042,1,12.598562457133085
607568,3,13.73802153673023
228803,1,12.658749967813492
463835,1,12.788464569021016
667168,1,12.612527546938509
396952,1,13.87517575500533
646627,1,13.1274054069072
504718,2,12.869461454916745
9127,364,12.673276415094733
129108,4,12.563777330797166
446478,1,13.810232987161726
531644,1,12.749531203880906
123528,2,12.615921617951244
67558,3,13.919576103799045
535318,7,12.92899484699592
134180,4,12.859357117209584
24773,23,12.599754752125591
591219,1,13.979100591037422
577654,1,12.836046691052616
179998,6,12.799580171238631
258248,2,12.695863029919565
207533,5,12.433235845994204
479058,1,13.777196719776839
5042,101,12.709907399024814
173973,2,12.623036602977663
101520,10,14.028602903708816
269719,1,12.936362753622234
393939,1,11.305102610960603
601188,1,13.67012035381049
616514,1,12.546390963252634
398385,1,13.87981033930555
175308,1,12.838545153848827
299000,2,12.837482071015984
262640,2,12.688880189321935
197476,1,12.686271145008504
642155,1,12.522523783612996
76760,16,13.982394681777805
388557,1,13.221982656046748
37213,2,14.110491675324738
259356,1,13.647494609002024
251590,6,13.335819303058088
557829,2,12.8659527618438
494558,2,12.888197838328779
136685,7,12.549012880772352
578759,2,13.791200895793736
667778,1,12.695218543987721
594993,1,12.593215278815478
624245,1,12.391152040101588
266286,1,13.897082590963691
54675,3,13.106464250944555
103970,3,13.251046537421644
594424,2,12.784450930077583
519682,1,12.720440063159913
70706,2,13.866900152992457
120093,1,12.93191862711683
149083,3,12.763444310054183
166706,4,13.970472534187138
181210,5,12.984301109798253
48641,4,12.712409448809922
20424,13,12.413646802306175
399890,1,13.910456761252135
502481,1,12.881133979652077
434321,2,12.707878995221108
303398,3,12.587449232116342
185799,1,12.589223783928901
643144,1,13.91061385627836
445883,1,12.695900116115808
368052,1,12.552846644073725
609882,1,14.006753311026841
510146,1,13.015010381583124
276437,6,11.54006683640182
439882,2,13.812956260051578
416500,2,12.598603983875364
603427,1,13.991948248818517
554501,1,14.412790487986058
625287,1,14.287231158930808
189919,7,13.437399603892118
131372,5,12.826657793018967
65838,4,12.494983656331897
46846,3,14.01241442002356
659757,1,13.002284734975547
582837,2,12.797066153027117
629830,4,12.95195821300149
161096,6,12.886125186923891
504486,1,12.775494765024632
337326,1,12.538282059133053
383978,2,12.521753835026175
306652,5,13.831625901162624
537380,4,12.724776162300259
156085,3,12.565150017850101
471218,1,12.464218136388808
518267,1,13.819816252216697
575918,1,12.817303095944226
288438,5,12.794408455956727
377388,1,12.596847157925367
600508,1,12.576947769150138
623970,1,13.946772027295083
382541,3,12.772295450791717
403226,1,12.58218567725271
308103,2,13.968869692180306
413698,1,12.91108372528106
545526,1,12.761025372892618
358293,1,12.287409930955619
666862,1,13.749543470330536
241927,4,12.81619893712923
534541,1,12.826293674763292
252119,8,12.592720195185393
174331,4,12.374531359877437
419737,1,13.732204395812005
163855,13,12.745986052788794
665521,1,12.534732277970761
576334,4,14.019478199072182
606203,1,13.03836232284084
580549,2,11.267140331678092
387977,1,13.543853771872818
662912,1,12.431380334310234
101123,4,13.835765908937901
342065,5,12.949970266781747
52163,4,12.915117069613189
643214,1,12.950415610801429
242875,7,12.7844662880525
324593,3,12.62131053302437
128953,5,13.99913404788822
603472,1,12.96446652431041
326742,2,13.002392739057541
152422,13,12.927321134135127
294617,4,13.007422318216413
429259,1,12.727327696979046
337368,1,12.706758393906057
388526,1,12.454073171131313
398800,1,13.773592547979206
354610,1,12.713684608228505
515279,1,12.660243791993707
131419,10,12.372444850858301
