node_id,degree,runtime
131430,1,2.2178130480460823
456676,3,3.1193759641610086
133221,1,2.2774502406828105
673774,1,2.268203509040177
645040,1,2.226440313272178
379641,2,2.272743069101125
222684,1,2.2055279850028455
694564,1,2.2024832661263645
29874,4,2.2117833071388304
515232,2,3.142482610885054
596998,1,1.305926850065589
638017,1,3.063210549298674
91000,22,2.180411769077182
10516,46,2.205764774233103
469726,1,2.1985151427797973
500961,2,2.2115787621587515
448401,1,1.2873192289844155
425422,1,3.0847028559073806
135306,1,2.1824411232955754
128482,2,2.2031335518695414
589974,1,2.1696513923816383
466625,1,2.2038336908444762
491290,1,2.1741756522096694
501200,1,2.1789670079015195
666105,1,3.0398224452510476
168926,1,1.3066682862117887
238279,1,3.040242137853056
9586,652,5.371468876954168
282762,1,2.185526629909873
224393,4,2.1618201448582113
134508,4,2.2044796370901167
162935,1,2.1514556468464434
10297,345,6.211403502617031
489235,1,1.294338344130665
180626,4,3.0463976566679776
655409,1,2.1979857203550637
535910,3,2.1686668707989156
535620,1,2.2038153116591275
589947,1,2.1741777257993817
218173,13,2.191452096682042
273070,4,2.1565915741957724
86700,4,3.07872186973691
496805,1,1.2667072480544448
341036,1,3.07008062209934
35407,1,2.170005056075752
628816,2,2.198635588865727
519532,1,2.162689791060984
636504,1,2.198107846081257
100699,6,2.1434495598077774
408459,1,3.089300903957337
243574,2,1.2742855879478157
629062,1,3.0680715763010085
256405,3,2.1633950700052083
211613,4,2.2035065540112555
383864,2,2.160580462310463
49002,14,2.1989501919597387
334040,1,2.1568015427328646
295823,2,3.0907853157259524
31915,1,1.2643803916871548
253742,9,3.0768045890145004
644231,1,2.153895204886794
609600,1,2.1984949680045247
558659,1,2.1531475791707635
224032,9,2.2010389594361186
62318,18,2.1600890289992094
488993,1,2.189063096884638
516844,1,3.0464959498494864
406809,3,1.3065274292603135
98653,9,3.007979370187968
142906,1,2.1717782099731266
195346,1,2.134886958170682
679506,1,2.1627943720668554
673830,1,2.1247035027481616
553822,1,2.1583331460133195
474226,1,2.996920684352517
372993,1,1.2850278341211379
72000,12,3.0046993969008327
326211,2,2.1847545178607106
307501,1,2.146040857769549
46755,1,2.179096661042422
409821,1,2.132957255002111
379082,2,2.1639478597790003
634208,2,2.9995975070632994
560436,7,1.286032714881003
121401,5,2.9947588401846588
511641,1,2.1756981648504734
423965,1,2.143459524028003
379184,1,2.194645069539547
595,305,5.203307908959687
200521,2,2.1770226592198014
384841,2,2.135435296688229
342276,1,3.0536965299397707
129924,4,1.2599466321989894
205445,8,3.035896190907806
606420,1,2.144190673250705
519514,1,2.1837529418990016
126478,1,2.1457337350584567
243379,4,2.1792350593023
215340,5,2.1361418603919446
530655,1,3.0411700820550323
449636,1,1.2610262180678546
163433,14,3.042271031998098
322487,1,2.129563536029309
199380,10,2.1635703132487833
48692,3,2.132613491732627
475157,1,2.1429141429252923
5590,520,5.083924575243145
326885,1,3.007771485019475
638270,1,1.242990150116384
120869,2,3.0030366689898074
127716,3,2.1017036801204085
639558,1,2.152668460737914
554623,1,2.112224519252777
340993,12,2.1469603469595313
117370,9,2.1057806629687548
142676,3,2.1366688180714846
475967,2,2.9720781450159848
611272,2,1.2633416708558798
476831,1,2.944149535614997
458993,2,2.1556524289771914
658192,1,2.1157857826910913
403452,1,2.1465975418686867
598809,3,2.107690004631877
365402,2,2.139059260021895
503528,1,2.9681339990347624
597075,1,1.2723823371343315
559795,2,2.9673191397450864
254184,3,2.154684328008443
446885,1,2.108550202101469
371996,1,2.1419785749167204
425470,1,2.1107382122427225
227494,3,2.203003176022321
3304,193,6.072608903981745
86504,6,1.2887628474272788
481346,1,2.985279025975615
57575,6,2.173394444398582
6206,803,5.156535774003714
291490,3,2.1774265551939607
585828,1,2.1361091709695756
442733,1,2.165894590318203
137861,1,2.1177570521831512
286028,5,3.037068338599056
217259,1,1.249838185030967
264049,11,3.014691927935928
602456,1,2.1249649594537914
508567,2,2.161021396983415
653453,2,2.1274500810541213
1243,395,5.2063229801133275
457135,1,2.1603546906262636
449490,1,3.02849541278556
687997,1,1.2622081190347672
66810,1,3.0090284049510956
516965,1,2.1465514921583235
666917,1,2.1616114238277078
7733,128,5.137938281986862
573631,1,2.1719120778143406
332867,1,2.1044296082109213
65812,4,3.02369148703292
145741,13,1.2510267477482557
174374,14,3.0282574291341007
253354,2,2.1304669668897986
540601,1,2.166176287923008
580502,1,2.1246399031952024
503834,1,2.164381470065564
597668,2,2.1188315763138235
389127,1,2.141707078088075
119804,10,2.9788517700508237
461222,1,1.28031901223585
4586,19,6.023124218452722
359332,2,2.1617808011360466
150388,4,2.128199964761734
382258,3,2.14701732294634
537709,30,2.1187040717341006
321356,1,2.143744166009128
690691,1,2.9854905670508742
384771,1,1.276099359150976
359580,1,2.9730933662503958
131706,11,2.1561604873277247
227333,6,2.1188379218801856
685666,1,2.1456078472547233
470487,1,2.1078961030580103
599863,3,2.1421413789503276
542823,1,2.982281315140426
539099,1,1.2833967651240528
